FullName,Direction,Name,Suffix,SuffixDirection,MinAddress,MaxAddress
W RAVEN ST,W,RAVEN,ST, ,6200,6899
N RAVENSWOOD AVE,N,RAVENSWOOD,AVE, ,3000,7099
N RECREATION DR,N,RECREATION,DR, ,3560,3999
W REDFIELD DR,W,REDFIELD,DR, ,2800,3599
N REDWOOD AVE,N,REDWOOD,AVE, ,5446,5499
N REDWOOD DR,N,REDWOOD,DR, ,5600,5799
S REILLY AVE,S,REILLY,AVE, ,7726,7833
N RESERVE AVE,N,RESERVE,AVE, ,4400,5299
N RETA AVE,N,RETA,AVE, ,3500,3599
S RHODES AVE,S,RHODES,AVE, ,3100,13299
W RICE ST,W,RICE,ST, ,1800,5999
S RICHARDS DR,S,RICHARDS,DR, ,6332,6599
W RICHLAND CT,W,RICHLAND,CT, ,200,299
N RICHMOND ST,N,RICHMOND,ST, ,811,6799
S RICHMOND ST,S,RICHMOND,ST, ,300,8299
N RIDGE AVE,N,RIDGE,AVE, ,5600,6399
N RIDGE BLVD,N,RIDGE,BLVD, ,6400,7599
S RIDGELAND AVE,S,RIDGELAND,AVE, ,6700,9399
N RIDGEWAY AVE,N,RIDGEWAY,AVE, ,400,6399
S RIDGEWAY AVE,S,RIDGEWAY,AVE, ,1354,11399
S RIDGEWOOD CT,S,RIDGEWOOD,CT, ,5400,5499
N RITCHIE CT,N,RITCHIE,CT, ,1300,1331
E RIVER DR,E,RIVER,DR, ,343,472
W RIVER LOFT CT,W,RIVER LOFT,CT, ,2300,2359
N RIVER WALK   E,N,RIVER WALK, ,E,1000,1099
S RIVERDALE AVE,S,RIVERDALE,AVE, ,13200,13399
N RIVERSEDGE TER,N,RIVERSEDGE,TER, ,5200,5299
N RIVERSIDE PLZ,N,RIVERSIDE,PLZ, ,1,145
S RIVERSIDE PLZ,S,RIVERSIDE,PLZ, ,1,339
W RIVERVIEW PKWY,W,RIVERVIEW,PKWY, ,2700,2728
E RIVERWALK   S,E,RIVERWALK, ,S,1,499
W RIVERWALK   S,W,RIVERWALK, ,S,1,299
N RIVERWALK DR,N,RIVERWALK,DR, ,2800,2999
S ROBINSON ST,S,ROBINSON,ST, ,2700,3199
E ROCHDALE PL,E,ROCHDALE,PL, ,1400,1499
N ROCKWELL ST,N,ROCKWELL,ST, ,400,7599
S ROCKWELL ST,S,ROCKWELL,ST, ,1,11499
N ROGERS AVE,N,ROGERS,AVE, ,5200,7801
E ROOSEVELT DR,E,ROOSEVELT,DR, ,300,399
E ROOSEVELT RD,E,ROOSEVELT,RD, ,1,299
W ROOSEVELT RD,W,ROOSEVELT,RD, ,1,5998
W ROOT ST,W,ROOT,ST, ,1,799
W ROSCOE ST,W,ROSCOE,ST, ,400,8199
N ROSE ST,N,ROSE,ST, ,5200,5228
W ROSEDALE AVE,W,ROSEDALE,AVE, ,1200,7829
W ROSEHILL DR,W,ROSEHILL,DR, ,1600,1799
W ROSEMONT AVE,W,ROSEMONT,AVE, ,900,4825
W ROSLYN PL,W,ROSLYN,PL, ,400,499
S ROSS AVE,S,ROSS,AVE, ,6504,6599
S RUBLE ST,S,RUBLE,ST, ,1200,2099
W RUMSEY AVE,W,RUMSEY,AVE, ,3750,3999
W RUNDELL PL,W,RUNDELL,PL, ,1000,1199
N RUSH ST,N,RUSH,ST, ,400,1139
S RUSSELL DR,S,RUSSELL,DR, ,5500,5949
N RUTHERFORD AVE,N,RUTHERFORD,AVE, ,1600,5349
S RUTHERFORD AVE,S,RUTHERFORD,AVE, ,5100,6299
N S BRANCH CHICAGO RIVER,N,S BRANCH CHICAGO RIVER, , ,1,299
S S BRANCH CHICAGO RIVER,S,S BRANCH CHICAGO RIVER, , ,1,2699
W S BRANCH CHICAGO RIVER,W,S BRANCH CHICAGO RIVER, , ,654,1793
N SACRAMENTO AVE,N,SACRAMENTO,AVE, ,1000,7599
S SACRAMENTO AVE,S,SACRAMENTO,AVE, ,2200,11299
N SACRAMENTO BLVD W,N,SACRAMENTO,BLVD,W,500,998
N SACRAMENTO BLVD,N,SACRAMENTO,BLVD, ,1,999
N SACRAMENTO BLVD E,N,SACRAMENTO,BLVD,E,447,999
S SACRAMENTO BLVD,S,SACRAMENTO,BLVD, ,1,1199
S SACRAMENTO DR,S,SACRAMENTO,DR, ,1200,1899
W SACRAMENTO SQ,W,SACRAMENTO,SQ, ,3001,3031
S SAGINAW AVE,S,SAGINAW,AVE, ,7504,13099
N SANDBURG TER,N,SANDBURG,TER, ,1200,1599
N SANFORD AVE,N,SANFORD,AVE, ,5200,5229
N SANGAMON ST,N,SANGAMON,ST, ,1,930
S SANGAMON ST,S,SANGAMON,ST, ,1,12935
W SANITARY SHIP CANAL,W,SANITARY SHIP CANAL, , ,2000,4833
N SAUGANASH AVE,N,SAUGANASH,AVE, ,6000,6899
N SAUGANASH LN,N,SAUGANASH,LN, ,5900,5999
N SAWYER AVE,N,SAWYER,AVE, ,400,5599
S SAWYER AVE,S,SAWYER,AVE, ,1200,11499
N SAYRE AVE,N,SAYRE,AVE, ,1600,6599
S SAYRE AVE,S,SAYRE,AVE, ,5100,6499
N SCHICK PL,N,SCHICK,PL, ,1250,1299
E SCHILLER ST,E,SCHILLER,ST, ,1,99
W SCHILLER ST,W,SCHILLER,ST, ,1,2199
N SCHILLING RD,N,SCHILLING,RD, ,6400,6599
W SCHOOL ST,W,SCHOOL,ST, ,900,8399
W SCHORSCH ST,W,SCHORSCH,ST, ,6500,6625
W SCHRAEDER DR,W,SCHRAEDER,DR, ,3420,3799
W SCHREIBER AVE,W,SCHREIBER,AVE, ,1500,7199
W SCHUBERT AVE,W,SCHUBERT,AVE, ,600,7199
E SCIENCE DR,E,SCIENCE,DR, ,1800,1899
E SCOTT ST,E,SCOTT,ST, ,1,99
W SCOTT ST,W,SCOTT,ST, ,200,833
S SCOTTSDALE AVE,S,SCOTTSDALE,AVE, ,8000,8451
N SEDGWICK ST,N,SEDGWICK,ST, ,658,2299
N SEELEY AVE,N,SEELEY,AVE, ,128,7599
S SEELEY AVE,S,SEELEY,AVE, ,1,10799
W SEIPP ST,W,SEIPP,ST, ,2613,2957
N SELL CT,N,SELL,CT, ,6940,6999
W SELL RD,W,SELL,RD, ,12423,12531
N SEMINARY AVE,N,SEMINARY,AVE, ,1900,3999
W SEMINARY CT,W,SEMINARY,CT, ,1100,1123
W SEMINOLE ST,W,SEMINOLE,ST, ,5200,8299
S SENOUR AVE,S,SENOUR,AVE, ,2408,2699
W SERBIAN RD,W,SERBIAN,RD, ,7832,8049
W SEYMOUR AVE,W,SEYMOUR,AVE, ,10700,10705
W SHAKESPEARE AVE,W,SHAKESPEARE,AVE, ,1400,6927
N SHAPLAND AVE,N,SHAPLAND,AVE, ,5200,5229
N SHEFFIELD AVE,N,SHEFFIELD,AVE, ,1547,3899
S SHELBY CT,S,SHELBY,CT, ,1900,1999
N SHERIDAN RD,N,SHERIDAN,RD, ,2800,7799
W SHERIDAN RD,W,SHERIDAN,RD, ,600,1199
S SHERMAN PARK   W,S,SHERMAN PARK, ,W,5232,5445
S SHERMAN PARK   E,S,SHERMAN PARK, ,E,5232,5448
W SHERMAN PARK   N,W,SHERMAN PARK, ,N,1216,1336
W SHERMAN PARK   S,W,SHERMAN PARK, ,S,1218,1339
W SHERWIN AVE,W,SHERWIN,AVE, ,1194,7799
S SHIELDS AVE,S,SHIELDS,AVE, ,728,5899
S SHORE DR,S,SHORE,DR, ,5300,5599
S SHORT ST,S,SHORT,ST, ,2700,2899
N SIMONDS DR,N,SIMONDS,DR, ,4400,5199
N SIOUX AVE,N,SIOUX,AVE, ,6600,7199
E SOLIDARITY DR,E,SOLIDARITY,DR, ,500,999
W SOMERSET AVE,W,SOMERSET,AVE, ,6400,6499
S SOUTH CHICAGO AVE,S,SOUTH CHICAGO,AVE, ,6700,9499
E SOUTH SHORE DR,E,SOUTH SHORE,DR, ,2400,2549
S SOUTH SHORE DR,S,SOUTH SHORE,DR, ,6700,8339
E SOUTH WATER ST,E,SOUTH WATER,ST, ,102,499
E SOUTH WATER LOWER ST,E,SOUTH WATER LOWER,ST, ,119,299
W SOUTH WATER MARKET,W,SOUTH WATER MARKET, , ,1,199
E SOUTH WATER RAMP,E,SOUTH WATER RAMP, , ,200,299
E SOUTH WATER RAMP LOWER ST,E,SOUTH WATER RAMP LOWER,ST, ,0,241
E SOUTH WATER SUB ST,E,SOUTH WATER SUB,ST, ,0,241
N SOUTHPORT AVE,N,SOUTHPORT,AVE, ,1952,4199
N SOUTHSPINE RD,N,SOUTHSPINE,RD, ,0,0
N SPAULDING AVE,N,SPAULDING,AVE, ,400,5899
S SPAULDING AVE,S,SPAULDING,AVE, ,1,11499
N SPINE RD,N,SPINE,RD, ,0,0
N SPOKANE AVE,N,SPOKANE,AVE, ,6300,6599
N SPRINGFIELD AVE,N,SPRINGFIELD,AVE, ,400,6399
S SPRINGFIELD AVE,S,SPRINGFIELD,AVE, ,1,11099
N ST CLAIR ST,N,ST CLAIR,ST, ,400,730
W ST GEORGES CT,W,ST GEORGES,CT, ,2700,2799
W ST HELEN ST,W,ST HELEN,ST, ,2700,2799
W ST JAMES PL,W,ST JAMES,PL, ,400,499
N ST JOHNS CT,N,ST JOHNS,CT, ,5800,5854
W ST JOSEPH AVE,W,ST JOSEPH,AVE, ,8500,8599
S ST LAWRENCE AVE,S,ST LAWRENCE,AVE, ,4100,13499
S ST LAWRENCE DR,S,ST LAWRENCE,DR, ,5930,5999
N ST LOUIS AVE,N,ST LOUIS,AVE, ,200,6320
S ST LOUIS AVE,S,ST LOUIS,AVE, ,1,11699
W ST MARY ST,W,ST MARY,ST, ,2748,2799
N ST MICHAELS CT,N,ST MICHAELS,CT, ,1600,1799
W ST PAUL AVE,W,ST PAUL,AVE, ,200,5199
S STARK ST,S,STARK,ST, ,2500,2599
N STATE PKWY,N,STATE,PKWY, ,1200,1599
N STATE ST,N,STATE,ST, ,1,1199
S STATE ST,S,STATE,ST, ,1,12647
S STATE LINE RD,S,STATE LINE,RD, ,10600,11198
N STAVE ST,N,STAVE,ST, ,2000,2199
E STEPHEN A DOUGLAS DR,E,STEPHEN A DOUGLAS,DR, ,701,799
N STETSON AVE,N,STETSON,AVE, ,140,353
N STETSON LOWER AVE,N,STETSON LOWER,AVE, ,140,351
N STETSON SUB AVE,N,STETSON SUB,AVE, ,0,349
W STEUBEN ST,W,STEUBEN,ST, ,1700,1799
N STEVENS AVE,N,STEVENS,AVE, ,6000,6035
E STEVENSON EXPY IB,E,STEVENSON,EXPY,IB,1,499
E STEVENSON EXPY OB,E,STEVENSON,EXPY,OB,1,499
W STEVENSON EXPY OB,W,STEVENSON,EXPY,OB,1,4832
W STEVENSON EXPY IB,W,STEVENSON,EXPY,IB,1,4832
E STEVENSON 25TH ST ER,E,STEVENSON 25TH ST,ER, ,332,369
W STEVENSON 31ST ST ER,W,STEVENSON 31ST ST,ER, ,2000,2199
W STEVENSON DAMEN AV ER,W,STEVENSON DAMEN AV,ER, ,2000,2399
W STEVENSON DAMEN AV XR,W,STEVENSON DAMEN AV,XR, ,1800,1999
W STEVENSON DAN RYAN XR IB,W,STEVENSON DAN RYAN,XR,IB,1,151
W STEVENSON DAN RYAN IB ER IB,W,STEVENSON DAN RYAN IB,ER,IB,700,999
S STEVENSON EXPY ER,S,STEVENSON EXPY,ER, ,1808,2241
S STEVENSON FRANKLIN ST XR,S,STEVENSON FRANKLIN ST,XR, ,2338,2525
W STEVENSON FRANKLIN ST XR,W,STEVENSON FRANKLIN ST,XR, ,146,399
W STEVENSON IB DAN RYAN ER OB,W,STEVENSON IB DAN RYAN,ER,OB,436,999
S STEVENSON IB DAN RYAN IB ER,S,STEVENSON IB DAN RYAN IB,ER, ,2100,2529
S STEVENSON IB DAN RYAN OB ER,S,STEVENSON IB DAN RYAN OB,ER, ,700,799
E STEVENSON IB LSD NB ER,E,STEVENSON IB LSD NB,ER, ,430,599
S STEVENSON IB LSD NB ER,S,STEVENSON IB LSD NB,ER, ,2108,2499
E STEVENSON IB LSD SB ER,E,STEVENSON IB LSD SB,ER, ,400,499
S STEVENSON IB LSD SB ER,S,STEVENSON IB LSD SB,ER, ,2420,2799
E STEVENSON KING DR ER,E,STEVENSON KING DR,ER, ,200,399
E STEVENSON KING DR XR,E,STEVENSON KING DR,XR, ,100,337
W STEVENSON OB DAN RYAN ER IB,W,STEVENSON OB DAN RYAN,ER,IB,202,699
E STEVENSON STATE ST ER,E,STEVENSON STATE ST,ER, ,1,99
E STEVENSON STATE ST XR,E,STEVENSON STATE ST,XR, ,17,135
S STEWART AVE,S,STEWART,AVE, ,1600,12699
N STOCKTON DR,N,STOCKTON,DR, ,1700,2799
N STONE ST,N,STONE,ST, ,1200,1299
S STONY ISLAND AVE E,S,STONY ISLAND,AVE,E,6701,9999
S STONY ISLAND AVE W,S,STONY ISLAND,AVE,W,7630,10299
S STONY ISLAND AVE,S,STONY ISLAND,AVE, ,5600,12999
S STONY ISLAND EXT AVE,S,STONY ISLAND EXT,AVE, ,10300,10499
W STRATFORD PL,W,STRATFORD,PL, ,500,699
N STREETER DR,N,STREETER,DR, ,500,699
W STRONG ST,W,STRONG,ST, ,3900,7199
W SULLIVAN ST,W,SULLIVAN,ST, ,400,499
W SUMMERDALE AVE,W,SUMMERDALE,AVE, ,1400,8799
S SUMMIT AVE,S,SUMMIT,AVE, ,8500,8699
W SUNNYSIDE AVE,W,SUNNYSIDE,AVE, ,800,8699
E SUPERIOR ST,E,SUPERIOR,ST, ,1,499
W SUPERIOR ST,W,SUPERIOR,ST, ,1,5999
W SURF ST,W,SURF,ST, ,330,1799
N SURREY CT,N,SURREY,CT, ,2400,2520
N SUTTON PL,N,SUTTON,PL, ,1300,1399
W SWANN ST,W,SWANN,ST, ,100,399
N TAFT AVE,N,TAFT,AVE, ,4100,4400
N TAHOMA AVE,N,TAHOMA,AVE, ,6400,7099
W TALCOTT AVE,W,TALCOTT,AVE, ,6700,7799
N TALMAN AVE,N,TALMAN,AVE, ,1,7431
S TALMAN AVE,S,TALMAN,AVE, ,1200,11499
S TAN CT,S,TAN,CT, ,2000,2199
W TANKFARM RD,W,TANKFARM,RD, ,0,0
W TAYLOR ST,W,TAYLOR,ST, ,100,5699
W TERRA COTTA PL,W,TERRA COTTA,PL, ,1700,1799
N THATCHER RD,N,THATCHER,RD, ,4200,4399
W THOMAS ST,W,THOMAS,ST, ,1300,5999
S THOMAS BARCLAY DR,S,THOMAS BARCLAY,DR, ,2800,2899
W THOME AVE,W,THOME,AVE, ,1400,4429
S THOMPSON DR,S,THOMPSON,DR, ,1230,1399
W THORNDALE AVE,W,THORNDALE,AVE, ,900,7899
S THROOP PKWY,S,THROOP,PKWY, ,21,36
N THROOP ST,N,THROOP,ST, ,1,1799
S THROOP ST,S,THROOP,ST, ,1,12299
W TILDEN ST,W,TILDEN,ST, ,504,2261
S TOM PKWY,S,TOM,PKWY, ,1900,1933
N TONTY AVE,N,TONTY,AVE, ,6800,7099
W TOOKER PL,W,TOOKER,PL, ,4,35
S TORRENCE AVE,S,TORRENCE,AVE, ,9500,13799
W TOUHY AVE,W,TOUHY,AVE, ,1200,12599
W TRANSIT AVE,W,TRANSIT,AVE, ,1300,1399
W TREMONT ST,W,TREMONT,ST, ,400,599
N TRIPP AVE,N,TRIPP,AVE, ,500,6399
S TRIPP AVE,S,TRIPP,AVE, ,600,8699
N TROY ST,N,TROY,ST, ,112,6599
S TROY ST,S,TROY,ST, ,135,11450
N TRUMBULL AVE,N,TRUMBULL,AVE, ,400,1099
S TRUMBULL AVE,S,TRUMBULL,AVE, ,320,11399
N UNION AVE,N,UNION,AVE, ,200,699
S UNION AVE,S,UNION,AVE, ,1000,12999
S UNIVERSITY AVE,S,UNIVERSITY,AVE, ,4400,9899
W UNIVERSITY LN,W,UNIVERSITY,LN, ,800,821
S UNKNOWN,S,UNKNOWN, , ,3050,3099
W UPPERLEVELT1 ST,W,UPPERLEVELT1,ST, ,0,0
W UPPERLEVELT2 ST,W,UPPERLEVELT2,ST, ,0,0
W UPPERLEVELT3 ST,W,UPPERLEVELT3,ST, ,0,0
S URBAN AVE,S,URBAN,AVE, ,8932,9199
E VAN BUREN ST,E,VAN BUREN,ST, ,1,99
W VAN BUREN ST,W,VAN BUREN,ST, ,1,5599
W VAN SCHAIK AVE,W,VAN SCHAIK,AVE, ,2700,2721
S VAN VLISSINGEN RD,S,VAN VLISSINGEN,RD, ,9600,10299
S VANDERPOEL AVE,S,VANDERPOEL,AVE, ,9132,9899
W VERMONT ST,W,VERMONT,ST, ,600,1028
S VERNON AVE,S,VERNON,AVE, ,2730,13499
W VERNON PARK PL,W,VERNON PARK,PL, ,540,1199
W VETERANS PL,W,VETERANS,PL, ,5318,5344
W VICTORIA ST,W,VICTORIA,ST, ,1200,7899
W VILLAGE CT,W,VILLAGE,CT, ,808,927
S VINCENNES AVE,S,VINCENNES,AVE, ,3543,11899
N VINE ST,N,VINE,ST, ,1600,1799
N VIRGINIA AVE,N,VIRGINIA,AVE, ,4500,5999
W WABANSIA AVE,W,WABANSIA,AVE, ,1301,7199
N WABASH AVE,N,WABASH,AVE, ,1,899
S WABASH AVE,S,WABASH,AVE, ,1,12499
N WABASH LOWER AVE,N,WABASH LOWER,AVE, ,300,499
E WACKER DR,E,WACKER,DR, ,1,599
N WACKER DR,N,WACKER,DR, ,1,199
S WACKER DR,S,WACKER,DR, ,1,599
W WACKER DR,W,WACKER,DR, ,1,398
E WACKER PL,E,WACKER,PL, ,50,99
S WACKER DR LOWER XR,S,WACKER DR LOWER,XR, ,431,499
E WACKER LOWER DR,E,WACKER LOWER,DR, ,1,499
N WACKER LOWER DR,N,WACKER LOWER,DR, ,1,199
S WACKER LOWER DR,S,WACKER LOWER,DR, ,1,599
W WACKER LOWER DR,W,WACKER LOWER,DR, ,1,349
E WACKER LOWER PL,E,WACKER LOWER,PL, ,23,99
E WACKER LOWER SR,E,WACKER LOWER,SR, ,442,488
E WACKER NB LSD LOWER ER,E,WACKER NB LSD LOWER,ER, ,491,598
E WACKER RAMP,E,WACKER RAMP, , ,300,433
N WACKER RAMP,N,WACKER RAMP, , ,100,149
S WACKER RAMP,S,WACKER RAMP, , ,1,299
W WACKER RAMP,W,WACKER RAMP, , ,300,398
N WACKER RAMP DR,N,WACKER RAMP,DR, ,150,199
E WACKER RAMP ER,E,WACKER RAMP,ER, ,308,498
S WACKER RAMP LOWER DR,S,WACKER RAMP LOWER,DR, ,440,499
E WACKER SB LSD LOWER ER,E,WACKER SB LSD LOWER,ER, ,501,599
E WACKER SUB DR,E,WACKER SUB,DR, ,0,399
S WALDEN PKWY,S,WALDEN,PKWY, ,9700,10699
E WALDRON DR,E,WALDRON,DR, ,406,599
S WALL ST,S,WALL,ST, ,3600,3699
S WALLACE ST,S,WALLACE,ST, ,2411,12999
W WALLEN AVE,W,WALLEN,AVE, ,1600,3159
N WALLER AVE,N,WALLER,AVE, ,1,1599
S WALLER AVE,S,WALLER,AVE, ,1,1199
W WALNUT ST,W,WALNUT,ST, ,640,4799
W WALTER BURLEY GRIFFIN PL,W,WALTER BURLEY GRIFFIN,PL, ,1600,1799
S WALTON DR,S,WALTON,DR, ,9600,9799
E WALTON PL,E,WALTON,PL, ,137,299
E WALTON ST,E,WALTON,ST, ,1,136
W WALTON ST,W,WALTON,ST, ,1,5999
W WARNER AVE,W,WARNER,AVE, ,1400,6499
W WARREN AVE,W,WARREN,AVE, ,630,699
W WARREN BLVD,W,WARREN,BLVD, ,1500,3399
W WARREN DR,W,WARREN,DR, ,3400,3499
W WARWICK AVE,W,WARWICK,AVE, ,4000,6399
W WASECA PL,W,WASECA,PL, ,1629,1725
W WASHBURNE AVE,W,WASHBURNE,AVE, ,1100,2499
W WASHINGTON BLVD,W,WASHINGTON,BLVD, ,500,5999
E WASHINGTON ST,E,WASHINGTON,ST, ,1,99
W WASHINGTON ST,W,WASHINGTON,ST, ,1,499
S WASHINGTON PARK CT,S,WASHINGTON PARK,CT, ,4900,5099
N WASHTENAW AVE,N,WASHTENAW,AVE, ,1,7599
S WASHTENAW AVE,S,WASHTENAW,AVE, ,1,11499
N WATERLOO CT,N,WATERLOO,CT, ,3000,3099
E WATERSIDE DR,E,WATERSIDE,DR, ,400,499
S WATKINS AVE,S,WATKINS,AVE, ,11400,11899
N WAUKESHA AVE,N,WAUKESHA,AVE, ,6500,6999
W WAVELAND AVE,W,WAVELAND,AVE, ,600,8399
W WAYMAN ST,W,WAYMAN,ST, ,600,4799
N WAYNE AVE,N,WAYNE,AVE, ,2100,6939
W WEBSTER AVE,W,WEBSTER,AVE, ,300,2199
W WEBSTER DR,W,WEBSTER,DR, ,275,299
W WEED ST,W,WEED,ST, ,600,1099
W WELLINGTON AVE,W,WELLINGTON,AVE, ,300,7598
N WELLS ST,N,WELLS,ST, ,1,1826
S WELLS ST,S,WELLS,ST, ,1,6499
W WENDELL ST,W,WENDELL,ST, ,154,399
S WENTWORTH AVE,S,WENTWORTH,AVE, ,1640,12799
N WESLEY TER,N,WESLEY,TER, ,5200,5228
N WEST CIRCLE AVE,N,WEST CIRCLE,AVE, ,5700,6099
N WEST DRIVE OF OAKLEY AVE,N,WEST DRIVE OF OAKLEY,AVE, ,2128,2234
W WEST END AVE,W,WEST END,AVE, ,3800,5999
W WEST END DR,W,WEST END,DR, ,3750,3799
N WEST WATER ST,N,WEST WATER,ST, ,146,199
N WESTERN AVE OP,N,WESTERN,AVE,OP,3030,3399
N WESTERN AVE,N,WESTERN,AVE, ,1,7599
S WESTERN AVE,S,WESTERN,AVE, ,1,11899
S WESTERN BLVD,S,WESTERN,BLVD, ,3100,5499
S WESTERN SR,S,WESTERN,SR, ,3401,3459
W WESTGATE TER,W,WESTGATE,TER, ,1242,1321
N WESTSHORE DR,N,WESTSHORE,DR, ,172,215
N WHIPPLE ST,N,WHIPPLE,ST, ,300,6899
S WHIPPLE ST,S,WHIPPLE,ST, ,1,11299
N WICKER PARK AVE,N,WICKER PARK,AVE, ,1300,1545
N WIELAND ST,N,WIELAND,ST, ,1400,1599
W WILCOX ST,W,WILCOX,ST, ,2300,4599
N WILDWOOD AVE,N,WILDWOOD,AVE, ,6700,6999
N WILLARD CT,N,WILLARD,CT, ,100,1032
N WILLETTS CT,N,WILLETTS,CT, ,2500,2599
S WILLIAMS AVE,S,WILLIAMS,AVE, ,9110,9299
W WILLOW ST,W,WILLOW,ST, ,200,2099
N WILMOT AVE,N,WILMOT,AVE, ,1724,1999
W WILSON AVE,W,WILSON,AVE, ,729,8799
W WILSON DR,W,WILSON,DR, ,400,728
N WILTON AVE,N,WILTON,AVE, ,2600,3899
N WINCHESTER AVE,N,WINCHESTER,AVE, ,400,7599
S WINCHESTER AVE,S,WINCHESTER,AVE, ,200,10099
W WINDSOR AVE,W,WINDSOR,AVE, ,800,8506
N WINNEBAGO AVE,N,WINNEBAGO,AVE, ,1700,1899
W WINNECONNA PKWY,W,WINNECONNA,PKWY, ,400,548
W WINNEMAC AVE,W,WINNEMAC,AVE, ,1200,8599
W WINONA ST,W,WINONA,ST, ,840,8599
S WINSTON AVE,S,WINSTON,AVE, ,9500,10199
N WINTHROP AVE,N,WINTHROP,AVE, ,4600,6599
W WISCONSIN ST,W,WISCONSIN,ST, ,200,1199
N WISNER AVE,N,WISNER,AVE, ,2900,2999
N WOLCOTT AVE,N,WOLCOTT,AVE, ,1,7599
S WOLCOTT AVE,S,WOLCOTT,AVE, ,200,8699
N WOLF RD,N,WOLF,RD, ,6900,6999
W WOLFRAM ST,W,WOLFRAM,ST, ,800,7049
S WONG PKWY,S,WONG,PKWY, ,1900,1912
N WOOD ST,N,WOOD,ST, ,1,2999
S WOOD ST,S,WOOD,ST, ,1,10999
N WOODARD ST,N,WOODARD,ST, ,2801,2999
E WOODLAND PARK,E,WOODLAND PARK, , ,600,699
S WOODLAWN AVE,S,WOODLAWN,AVE, ,4436,10699
S WOODWARD DR,S,WOODWARD,DR, ,1,299
W WRIGHTWOOD AVE,W,WRIGHTWOOD,AVE, ,400,7199
S YALE AVE,S,YALE,AVE, ,5900,12699
S YATES AVE,S,YATES,AVE, ,9500,11599
S YATES BLVD,S,YATES,BLVD, ,7100,9499
N YORK RD,N,YORK,RD, ,4800,6399
S YOUNG PKWY,S,YOUNG,PKWY, ,1920,1998
W ZEMKE RD,W,ZEMKE,RD, ,10200,10599
